"PRODUCT_ID","PRICE_TYPE","DATE_FROM","DATE_TO","PRICE","STORE_ID"
"3046358","REGULAR","22/02/19","28/02/19","          3.837500","DC02"
"3046358","REGULAR","08/11/18","29/11/18","          3.175000","DC02"
"3046358","REGULAR","07/03/19","12/03/19","          3.637500","DC02"
"3046358","REGULAR","15/08/18","12/09/18","          3.025000","DC02"
"3046358","REGULAR","20/06/19","03/07/19","          3.300000","DC02"
"3046358","REGULAR","09/05/19","15/05/19","          3.850000","DC02"
"3046358","REGULAR","16/05/19","29/05/19","          3.687500","DC02"
"3046358","REGULAR","01/03/19","06/03/19","          3.737500","DC02"
"3046358","PROMO","01/08/18","14/08/18","          2.412500","DC02"
"3046358","REGULAR","29/07/19","08/08/19","          3.125000","DC02"
"3046358","REGULAR","23/07/19","28/07/19","          3.212500","DC02"
"3046358","PROMO","13/03/19","26/03/19","          2.737500","DC02"
"3046358","REGULAR","09/08/19","12/08/19","          3.437500","DC02"
"3046358","REGULAR","30/05/19","19/06/19","          3.575000","DC02"
"3046358","REGULAR","04/07/19","10/07/19","          3.200000","DC02"
"3046358","REGULAR","19/08/19","26/08/19","          4.175000","DC02"
"3046358","REGULAR","11/11/19","11/11/19","          3.862500","DC02"
"3046358","REGULAR","14/08/19","14/08/19","          3.875000","DC02"
"3046358","REGULAR","27/03/19","08/05/19","          3.537500","DC02"
"3046358","REGULAR","11/02/18","07/03/18","          3.925000","DC02"
"3046358","REGULAR","13/11/19","14/11/19","          4.237500","DC02"
"3046358","REGULAR","14/10/19","14/10/19","          4.137500","DC02"
"3046358","REGULAR","06/11/19","07/11/19","          4.237500","DC02"
"3046358","REGULAR","27/08/19","03/09/19","          4.187500","DC02"
"3046358","REGULAR","15/10/19","29/10/19","          4.237500","DC02"
"3046358","REGULAR","27/04/18","22/05/18","          3.925000","DC02"
"3046358","PROMO","18/12/19","31/12/19","          3.362500","DC02"
"3046358","REGULAR","04/09/19","13/10/19","          3.862500","DC02"
"3046358","REGULAR","15/08/19","15/08/19","          3.700000","DC02"
"3046358","REGULAR","30/11/18","04/12/18","          3.925000","DC02"
"3046358","REGULAR","25/10/18","07/11/18","          3.162500","DC02"
"3046358","PROMO","23/05/18","05/06/18","          3.137500","DC02"
"3046358","REGULAR","20/06/18","28/06/18","          3.075000","DC02"
"3046358","REGULAR","11/07/19","16/07/19","          3.212500","DC02"
"3046358","REGULAR","08/11/19","10/11/19","          3.937500","DC02"
"3046358","REGULAR","17/07/19","22/07/19","          3.200000","DC02"
"3046358","REGULAR","12/11/19","12/11/19","          4.137500","DC02"
"3046358","REGULAR","30/10/19","05/11/19","          4.112500","DC02"
"3046358","REGULAR","15/11/19","17/11/19","          3.937500","DC02"
"3046358","REGULAR","18/11/19","17/12/19","          3.862500","DC02"
"3046358","REGULAR","10/01/20","12/01/20","          4.125000","DC02"
"3046358","REGULAR","25/01/20","28/01/20","          3.825000","DC02"
"3046358","REGULAR","17/02/20","17/02/20","          3.775000","DC02"
"3046358","REGULAR","22/01/20","22/01/20","          4.062500","DC02"
"3046358","REGULAR","13/02/20","13/02/20","          4.112500","DC02"
"3046358","REGULAR","16/01/20","21/01/20","          3.800000","DC02"
"3046358","REGULAR","14/02/20","16/02/20","          3.825000","DC02"
"3046358","REGULAR","12/02/20","12/02/20","          4.087500","DC02"
"3046358","REGULAR","19/02/20","20/02/20","          4.112500","DC02"
"3046358","REGULAR","13/08/19","13/08/19","          3.700000","DC02"
"3046358","PROMO","29/01/20","29/01/20","          3.050000","DC02"
"3046358","REGULAR","25/02/20","26/02/20","          3.787500","DC02"
"3046358","REGULAR","21/02/20","24/02/20","          3.825000","DC02"
"3046358","REGULAR","30/01/20","08/02/20","          3.825000","DC02"
"3046358","REGULAR","18/02/20","18/02/20","          4.037500","DC02"
"3046358","PROMO","09/02/20","11/02/20","          3.050000","DC02"
"3046358","REGULAR","09/01/20","09/01/20","          3.850000","DC02"
"3046358","REGULAR","23/01/20","24/01/20","          4.112500","DC02"
"3046358","REGULAR","01/01/20","08/01/20","          4.137500","DC02"
"3046358","REGULAR","14/01/20","15/01/20","          3.937500","DC02"
"3046358","REGULAR","27/02/20","29/02/20","          4.050000","DC02"
"3046358","REGULAR","13/01/20","13/01/20","          4.237500","DC02"
"3046358","REGULAR","16/08/19","18/08/19","          3.875000","DC02"
"3047286","PROMO","18/07/18","27/07/18","          3.150000","DC02"
"3047286","PROMO","29/07/18","31/07/18","          3.150000","DC02"
"3047286","REGULAR","19/08/19","19/08/19","          4.437500","DC02"
"3047286","PROMO","28/07/18","28/07/18","          1.975000","DC02"
"3047286","PROMO","08/05/19","15/08/19","          3.237500","DC02"
"3047286","REGULAR","16/08/19","18/08/19","          4.125000","DC02"
"3047286","REGULAR","28/10/19","29/10/19","          4.125000","DC02"
"3047286","REGULAR","06/11/19","07/11/19","          4.237500","DC02"
"3047286","REGULAR","27/08/19","27/08/19","          4.900000","DC02"
"3047286","REGULAR","17/09/19","24/10/19","          4.125000","DC02"
"3047286","REGULAR","15/11/19","17/11/19","          3.937500","DC02"
"3047286","REGULAR","25/10/19","27/10/19","          4.237500","DC02"
"3047286","REGULAR","12/11/19","12/11/19","          4.137500","DC02"
"3047286","REGULAR","20/08/19","21/08/19","          4.962500","DC02"
"3047286","REGULAR","28/08/19","16/09/19","          4.175000","DC02"
"3047286","REGULAR","11/11/19","11/11/19","          3.862500","DC02"
"3047286","REGULAR","30/10/19","05/11/19","          4.112500","DC02"
"3047286","PROMO","27/02/19","07/05/19","          2.487500","DC02"
"3047286","REGULAR","13/11/19","14/11/19","          4.237500","DC02"
"3047286","REGULAR","01/08/18","25/09/18","          3.950000","DC02"
"3047286","REGULAR","10/10/18","31/12/18","          3.950000","DC02"
"3047286","REGULAR","01/01/19","26/02/19","          3.725000","DC02"
"3047286","REGULAR","18/11/19","03/12/19","          3.862500","DC02"
"3047286","PROMO","04/12/19","17/12/19","          3.087500","DC02"
"3047286","REGULAR","11/02/18","17/07/18","          3.950000","DC02"
"3047286","REGULAR","18/12/19","18/12/19","          3.862500","DC02"
"3047286","PROMO","26/09/18","09/10/18","          3.150000","DC02"
"3047286","REGULAR","19/12/19","19/12/19","          4.137500","DC02"
"3047286","REGULAR","01/01/18","10/02/18","          3.825000","DC02"
"3047286","REGULAR","08/11/19","10/11/19","          3.937500","DC02"
"3047286","PROMO","29/01/20","29/01/20","          3.487500","DC02"
"3047286","REGULAR","30/01/20","08/02/20","          4.237500","DC02"
"3047286","REGULAR","20/12/19","14/01/20","          4.237500","DC02"
"3047286","PROMO","09/02/20","11/02/20","          3.487500","DC02"
"3047286","PROMO","15/01/20","28/01/20","          3.387500","DC02"
"3047286","REGULAR","18/02/20","18/02/20","          3.975000","DC02"
"3047286","REGULAR","25/02/20","26/02/20","          3.737500","DC02"
"3047286","REGULAR","27/02/20","29/02/20","          4.000000","DC02"
"3047286","REGULAR","21/02/20","24/02/20","          3.825000","DC02"
"3047286","REGULAR","22/08/19","26/08/19","          4.912500","DC02"
"3047286","REGULAR","13/02/20","13/02/20","          3.737500","DC02"
"3047286","REGULAR","12/02/20","12/02/20","          3.937500","DC02"
"3047286","REGULAR","14/02/20","17/02/20","          3.712500","DC02"
"3047286","REGULAR","19/02/20","20/02/20","          4.112500","DC02"
"3047287","PROMO","28/07/18","28/07/18","          1.962500","DC02"
"3047287","REGULAR","01/01/18","05/02/18","          3.800000","DC02"
"3047287","REGULAR","06/06/18","27/07/18","          3.925000","DC02"
"3047287","REGULAR","06/02/18","14/02/18","          3.962500","DC02"
"3047287","REGULAR","29/07/18","31/07/18","          3.925000","DC02"
"3047287","REGULAR","01/11/18","15/01/19","          3.712500","DC02"
"3047287","REGULAR","16/08/19","18/08/19","          4.125000","DC02"
"3047287","REGULAR","16/01/19","28/01/19","          4.087500","DC02"
"3047287","REGULAR","22/02/19","07/05/19","          4.525000","DC02"
"3047287","REGULAR","29/01/19","21/02/19","          4.175000","DC02"
"3047287","REGULAR","29/08/18","31/10/18","          3.925000","DC02"
"3047287","REGULAR","19/08/19","19/08/19","          4.437500","DC02"
"3047287","REGULAR","15/02/18","22/05/18","          3.925000","DC02"
"3047287","REGULAR","28/10/19","29/10/19","          4.112500","DC02"
"3047287","REGULAR","17/09/19","30/09/19","          4.125000","DC02"
"3047287","REGULAR","01/10/19","24/10/19","          4.112500","DC02"
"3047287","REGULAR","25/10/19","27/10/19","          4.237500","DC02"
"3047287","REGULAR","30/10/19","30/10/19","          4.087500","DC02"
"3047287","REGULAR","06/11/19","06/11/19","          4.187500","DC02"
"3047287","REGULAR","27/08/19","16/09/19","          4.800000","DC02"
"3047287","REGULAR","31/10/19","05/11/19","          3.912500","DC02"
"3047287","REGULAR","07/11/19","08/01/20","          4.237500","DC02"
"3047287","REGULAR","09/01/20","09/01/20","          3.937500","DC02"
"3047287","PROMO","08/05/19","15/08/19","          3.112500","DC02"
"3047287","PROMO","01/08/18","28/08/18","          3.137500","DC02"
"3047287","REGULAR","10/01/20","13/01/20","          3.825000","DC02"
"3047287","REGULAR","14/01/20","21/01/20","          3.737500","DC02"
"3047287","PROMO","23/05/18","05/06/18","          3.137500","DC02"
"3047287","REGULAR","22/01/20","22/01/20","          4.000000","DC02"
"3047287","REGULAR","20/08/19","26/08/19","          4.837500","DC02"
"3047287","REGULAR","23/01/20","24/01/20","          4.112500","DC02"
"3047287","REGULAR","25/01/20","30/01/20","          3.825000","DC02"
"3047287","REGULAR","31/01/20","03/02/20","          3.737500","DC02"
"3047287","REGULAR","04/02/20","04/02/20","          4.000000","DC02"
"3047287","REGULAR","07/02/20","10/02/20","          3.825000","DC02"
"3047287","REGULAR","18/02/20","20/02/20","          3.712500","DC02"
"3047287","REGULAR","12/02/20","13/02/20","          4.112500","DC02"
"3047287","REGULAR","14/02/20","16/02/20","          3.825000","DC02"
"3047287","REGULAR","17/02/20","17/02/20","          3.787500","DC02"
"3047287","REGULAR","11/02/20","11/02/20","          4.087500","DC02"
"3047287","REGULAR","21/02/20","24/02/20","          3.975000","DC02"
"3047287","REGULAR","05/02/20","06/02/20","          4.112500","DC02"
"3047287","REGULAR","25/02/20","29/02/20","          4.112500","DC02"
"3047290","REGULAR","23/07/19","28/07/19","          3.212500","DC02"
"3047290","REGULAR","19/08/19","27/08/19","          3.200000","DC02"
"3047290","REGULAR","28/08/19","15/09/19","          3.112500","DC02"
"3047290","REGULAR","16/09/19","18/09/19","          3.862500","DC02"
"3047290","REGULAR","27/09/19","22/10/19","          3.525000","DC02"
"3047290","PROMO","23/10/19","07/11/19","          2.737500","DC02"
"3047290","REGULAR","12/08/19","18/08/19","          4.237500","DC02"
"3047290","REGULAR","25/09/19","26/09/19","          4.487500","DC02"
"3047290","REGULAR","18/11/19","19/11/19","          3.950000","DC02"
"3047290","REGULAR","14/02/20","17/02/20","          4.237500","DC02"
"3047290","REGULAR","19/09/19","24/09/19","          3.425000","DC02"
"3047290","REGULAR","20/11/19","20/11/19","          3.562500","DC02"
"3047290","REGULAR","22/11/19","17/12/19","          3.112500","DC02"
"3047290","REGULAR","08/11/19","17/11/19","          3.675000","DC02"
"3047290","REGULAR","29/07/19","11/08/19","          3.125000","DC02"
"3047290","REGULAR","03/02/20","10/02/20","          4.237500","DC02"
"3047290","REGULAR","01/01/20","14/01/20","          3.112500","DC02"
"3047290","REGULAR","29/01/20","29/01/20","          3.412500","DC02"
"3047290","PROMO","15/01/20","28/01/20","          2.487500","DC02"
"3047290","REGULAR","30/01/20","30/01/20","          3.750000","DC02"
"3047290","REGULAR","31/01/20","02/02/20","          3.900000","DC02"
"3047290","REGULAR","11/02/20","13/02/20","          3.900000","DC02"
"3047290","PROMO","18/12/19","31/12/19","          2.487500","DC02"
"3047290","REGULAR","18/02/20","20/02/20","          3.887500","DC02"
"3047290","REGULAR","21/02/20","29/02/20","          4.237500","DC02"
"3047290","REGULAR","17/07/19","22/07/19","          3.200000","DC02"
"3047290","REGULAR","21/11/19","21/11/19","          3.425000","DC02"
"3047290","REGULAR","01/01/18","17/01/18","          2.812500","DC02"
"3047290","REGULAR","04/07/18","27/07/18","          3.025000","DC02"
"3047290","REGULAR","11/02/18","07/03/18","          3.950000","DC02"
"3047290","REGULAR","08/03/18","21/03/18","          2.812500","DC02"
"3047290","REGULAR","22/03/18","26/04/18","          2.887500","DC02"
"3047290","REGULAR","27/04/18","19/06/18","          3.950000","DC02"
"3047290","REGULAR","18/01/18","05/02/18","          3.837500","DC02"
"3047290","PROMO","20/06/18","03/07/18","          3.150000","DC02"
"3047290","REGULAR","29/07/18","25/09/18","          3.025000","DC02"
"3047290","REGULAR","10/10/18","06/11/18","          3.175000","DC02"
"3047290","REGULAR","06/02/18","10/02/18","          3.987500","DC02"
"3047290","REGULAR","30/11/18","04/12/18","          3.950000","DC02"
"3047290","REGULAR","21/11/18","29/11/18","          3.175000","DC02"
"3047290","REGULAR","05/12/18","25/12/18","          3.500000","DC02"
"3047290","PROMO","07/11/18","20/11/18","          1.862500","DC02"
"3047290","REGULAR","26/12/18","26/12/18","          3.087500","DC02"
"3047290","PROMO","26/09/18","09/10/18","          2.412500","DC02"
"3047290","PROMO","28/07/18","28/07/18","          1.487500","DC02"
"3047290","REGULAR","28/12/18","31/12/18","          3.087500","DC02"
"3047290","REGULAR","27/12/18","27/12/18","          3.075000","DC02"
"3047290","REGULAR","01/01/19","15/01/19","          2.975000","DC02"
"3047290","REGULAR","16/01/19","28/01/19","          3.262500","DC02"
"3047290","REGULAR","29/01/19","24/02/19","          3.175000","DC02"
"3047290","REGULAR","25/02/19","26/02/19","          3.625000","DC02"
"3047290","PROMO","27/02/19","12/03/19","          2.487500","DC02"
"3047290","REGULAR","15/03/19","22/03/19","          3.737500","DC02"
"3047290","REGULAR","27/03/19","09/04/19","          3.737500","DC02"
"3047290","REGULAR","23/03/19","26/03/19","          3.637500","DC02"
"3047290","REGULAR","23/05/19","29/05/19","          3.575000","DC02"
"3047290","PROMO","10/04/19","23/04/19","          2.362500","DC02"
"3047290","REGULAR","13/03/19","14/03/19","          3.525000","DC02"
"3047290","REGULAR","15/05/19","15/05/19","          3.625000","DC02"
"3047290","REGULAR","16/05/19","22/05/19","          3.825000","DC02"
"3047290","REGULAR","24/04/19","07/05/19","          3.737500","DC02"
"3047290","REGULAR","30/05/19","05/06/19","          3.700000","DC02"
"3047290","REGULAR","06/06/19","13/06/19","          3.825000","DC02"
"3047290","REGULAR","14/06/19","19/06/19","          3.812500","DC02"
"3047290","REGULAR","20/06/19","03/07/19","          3.300000","DC02"
"3047290","REGULAR","04/07/19","10/07/19","          3.200000","DC02"
"3047290","REGULAR","11/07/19","16/07/19","          3.437500","DC02"
"3047290","PROMO","08/05/19","14/05/19","          2.987500","DC02"
"3047303","REGULAR","15/02/19","14/03/19","          3.737500","DC02"
"3047303","REGULAR","11/02/18","07/03/18","          3.925000","DC02"
"3047303","REGULAR","29/07/18","12/09/18","          3.025000","DC02"
"3047303","REGULAR","27/04/18","19/06/18","          3.925000","DC02"
"3047303","REGULAR","20/06/18","03/07/18","          3.075000","DC02"
"3047303","REGULAR","04/07/18","27/07/18","          3.025000","DC02"
"3047303","REGULAR","13/09/18","24/10/18","          3.175000","DC02"
"3047303","REGULAR","08/11/18","29/11/18","          3.500000","DC02"
"3047303","REGULAR","30/11/18","04/12/18","          3.925000","DC02"
"3047303","REGULAR","05/12/18","25/12/18","          3.500000","DC02"
"3047303","REGULAR","25/10/18","07/11/18","          3.162500","DC02"
"3047303","REGULAR","22/03/18","26/04/18","          2.887500","DC02"
"3047303","REGULAR","10/01/19","15/01/19","          3.925000","DC02"
"3047303","REGULAR","22/01/19","28/01/19","          3.850000","DC02"
"3047303","REGULAR","26/12/18","09/01/19","          3.612500","DC02"
"3047303","REGULAR","16/01/19","21/01/19","          3.962500","DC02"
"3047303","REGULAR","15/03/19","22/03/19","          3.637500","DC02"
"3047303","REGULAR","23/03/19","26/03/19","          3.537500","DC02"
"3047303","REGULAR","29/01/19","14/02/19","          3.662500","DC02"
"3047303","PROMO","24/04/19","07/05/19","          2.900000","DC02"
"3047303","REGULAR","15/05/19","15/05/19","          3.600000","DC02"
"3047303","REGULAR","27/03/19","23/04/19","          3.637500","DC02"
"3047303","REGULAR","16/05/19","29/05/19","          3.812500","DC02"
"3047303","REGULAR","30/05/19","13/06/19","          3.600000","DC02"
"3047303","REGULAR","08/05/19","14/05/19","          3.637500","DC02"
"3047303","REGULAR","14/06/19","19/06/19","          3.587500","DC02"
"3047303","REGULAR","27/08/19","30/09/19","          3.987500","DC02"
"3047303","REGULAR","04/07/19","18/07/19","          3.112500","DC02"
"3047303","REGULAR","08/11/19","10/11/19","          3.862500","DC02"
"3047303","REGULAR","11/11/19","11/11/19","          3.987500","DC02"
"3047303","REGULAR","18/12/19","18/12/19","          3.650000","DC02"
"3047303","REGULAR","18/01/18","05/02/18","          3.800000","DC02"
"3047303","REGULAR","08/03/18","21/03/18","          2.812500","DC02"
"3047303","REGULAR","06/02/18","10/02/18","          3.962500","DC02"
"3047303","REGULAR","01/10/19","22/10/19","          3.737500","DC02"
"3047303","REGULAR","19/12/19","19/12/19","          3.900000","DC02"
"3047303","PROMO","04/12/19","17/12/19","          2.912500","DC02"
"3047303","REGULAR","06/11/19","07/11/19","          3.612500","DC02"
"3047303","REGULAR","24/12/19","24/12/19","          3.712500","DC02"
"3047303","PROMO","28/07/18","28/07/18","          1.512500","DC02"
"3047303","REGULAR","01/01/18","17/01/18","          2.812500","DC02"
"3047303","REGULAR","25/12/19","26/12/19","          3.975000","DC02"
"3047303","REGULAR","13/11/19","03/12/19","          3.650000","DC02"
"3047303","REGULAR","27/12/19","08/01/20","          3.987500","DC02"
"3047303","REGULAR","09/01/20","13/01/20","          3.712500","DC02"
"3047303","REGULAR","12/11/19","12/11/19","          3.712500","DC02"
"3047303","REGULAR","14/01/20","21/01/20","          3.625000","DC02"
"3047303","REGULAR","22/01/20","24/01/20","          3.537500","DC02"
"3047303","REGULAR","25/01/20","30/01/20","          3.600000","DC02"
"3047303","PROMO","23/10/19","05/11/19","          2.987500","DC02"
"3047303","REGULAR","31/01/20","03/02/20","          3.550000","DC02"
"3047303","REGULAR","20/07/19","26/08/19","          3.112500","DC02"
"3047303","REGULAR","04/02/20","06/02/20","          3.537500","DC02"
"3047303","REGULAR","20/06/19","03/07/19","          3.200000","DC02"
"3047303","REGULAR","19/07/19","19/07/19","          3.987500","DC02"
"3047303","REGULAR","11/02/20","13/02/20","          3.525000","DC02"
"3047303","REGULAR","18/02/20","20/02/20","          3.537500","DC02"
"3047303","REGULAR","07/02/20","10/02/20","          3.575000","DC02"
"3047303","REGULAR","27/02/20","29/02/20","          3.875000","DC02"
"3047303","REGULAR","14/02/20","17/02/20","          3.575000","DC02"
"3047303","REGULAR","21/02/20","26/02/20","          3.625000","DC02"
"3047303","REGULAR","20/12/19","23/12/19","          3.987500","DC02"
"3057069","REGULAR","01/01/18","05/02/18","          3.825000","DC02"
"3057069","REGULAR","06/02/18","10/02/18","          3.987500","DC02"
"3057069","REGULAR","11/02/18","27/07/18","          3.950000","DC02"
"3057069","REGULAR","29/07/18","28/08/18","          3.950000","DC02"
"3057069","PROMO","29/08/18","11/09/18","          3.487500","DC02"
"3057069","PROMO","12/09/18","12/09/18","          3.150000","DC02"
"3057069","PROMO","14/09/18","25/09/18","          3.150000","DC02"
"3057069","REGULAR","26/09/18","09/10/18","          3.950000","DC02"
"3057069","REGULAR","10/10/18","31/10/18","          3.700000","DC02"
"3057069","PROMO","07/11/18","13/11/18","          2.237500","DC02"
"3057069","PROMO","14/11/18","20/11/18","          1.862500","DC02"
"3057069","REGULAR","21/11/18","15/01/19","          3.075000","DC02"
"3057069","REGULAR","16/01/19","21/01/19","          3.387500","DC02"
"3057069","REGULAR","22/01/19","28/01/19","          3.975000","DC02"
"3057069","REGULAR","29/01/19","20/02/19","          4.062500","DC02"
"3057069","PROMO","21/02/19","26/02/19","          2.487500","DC02"
"3057069","REGULAR","07/03/19","09/04/19","          3.987500","DC02"
"3057069","PROMO","10/04/19","23/04/19","          3.187500","DC02"
"3057069","REGULAR","24/04/19","13/05/19","          3.987500","DC02"
"3057069","REGULAR","27/02/19","06/03/19","          3.912500","DC02"
"3057069","REGULAR","14/05/19","15/08/19","          4.050000","DC02"
"3057069","REGULAR","16/08/19","18/08/19","          4.125000","DC02"
"3057069","REGULAR","19/08/19","19/08/19","          4.437500","DC02"
"3057069","REGULAR","20/08/19","26/08/19","          4.775000","DC02"
"3057069","REGULAR","27/08/19","27/08/19","          4.800000","DC02"
"3057069","REGULAR","28/08/19","28/08/19","          4.475000","DC02"
"3057069","REGULAR","29/08/19","16/09/19","          4.162500","DC02"
"3057069","REGULAR","17/09/19","30/09/19","          4.125000","DC02"
"3057069","REGULAR","01/11/18","06/11/18","          3.075000","DC02"
"3057069","REGULAR","01/10/19","24/10/19","          4.112500","DC02"
"3057069","REGULAR","25/10/19","27/10/19","          4.237500","DC02"
"3057069","REGULAR","28/10/19","29/10/19","          4.112500","DC02"
"3057069","REGULAR","30/10/19","30/10/19","          4.087500","DC02"
"3057069","PROMO","13/09/18","13/09/18","          3.112500","DC02"
"3057069","PROMO","28/07/18","28/07/18","          1.975000","DC02"
"3057069","REGULAR","31/10/19","05/11/19","          3.912500","DC02"
"3057069","REGULAR","06/11/19","06/11/19","          4.187500","DC02"
"3057069","REGULAR","07/11/19","17/12/19","          4.237500","DC02"
"3057069","PROMO","18/12/19","14/01/20","          3.362500","DC02"
"3057069","REGULAR","15/01/20","15/01/20","          4.237500","DC02"
"3057069","REGULAR","16/01/20","21/01/20","          3.937500","DC02"
"3057069","REGULAR","22/01/20","24/01/20","          4.112500","DC02"
"3057069","REGULAR","25/01/20","30/01/20","          3.825000","DC02"
"3057069","REGULAR","31/01/20","03/02/20","          3.737500","DC02"
"3057069","REGULAR","04/02/20","04/02/20","          4.000000","DC02"
"3057069","REGULAR","05/02/20","06/02/20","          4.112500","DC02"
"3057069","REGULAR","07/02/20","10/02/20","          3.825000","DC02"
"3057069","REGULAR","11/02/20","11/02/20","          4.087500","DC02"
"3057069","REGULAR","12/02/20","13/02/20","          4.112500","DC02"
"3057069","REGULAR","14/02/20","16/02/20","          3.825000","DC02"
"3057069","REGULAR","17/02/20","17/02/20","          3.787500","DC02"
"3057069","REGULAR","18/02/20","20/02/20","          3.712500","DC02"
"3057069","REGULAR","21/02/20","24/02/20","          3.975000","DC02"
"3057069","REGULAR","25/02/20","29/02/20","          4.112500","DC02"
"3059505","REGULAR","01/01/18","05/02/18","          3.200000","DC02"
"3059505","REGULAR","06/02/18","10/02/18","          3.337500","DC02"
"3059505","REGULAR","11/02/18","29/02/20","          3.300000","DC02"
"3059506","REGULAR","01/01/18","10/02/18","          3.200000","DC02"
"3059506","REGULAR","11/02/18","29/02/20","          3.300000","DC02"
"3059507","REGULAR","01/01/18","10/02/18","          3.200000","DC02"
"3059507","REGULAR","11/02/18","29/02/20","          3.300000","DC02"
"3060094","REGULAR","01/01/18","05/02/18","          2.837500","DC02"
"3060094","REGULAR","06/02/18","10/02/18","          2.962500","DC02"
"3060094","REGULAR","11/02/18","29/02/20","          2.837500","DC02"
"3060095","REGULAR","01/01/18","05/02/18","          2.837500","DC02"
"3060095","REGULAR","06/02/18","10/02/18","          2.962500","DC02"
"3060095","REGULAR","11/02/18","29/02/20","          2.837500","DC02"
"3131612","REGULAR","01/01/18","29/02/20","          2.337500","DC02"
"3145048","PROMO","01/01/18","02/01/18","          0.973750","DC02"
"3145048","REGULAR","03/01/18","27/03/18","          1.247500","DC02"
"3145048","PROMO","28/03/18","10/04/18","          1.092500","DC02"
"3145048","REGULAR","11/04/18","08/05/18","          1.247500","DC02"
"3145048","PROMO","09/05/18","22/05/18","          0.997500","DC02"
"3145048","REGULAR","23/05/18","29/02/20","          1.247500","DC02"
"3145063","PROMO","01/01/18","02/01/18","          0.973750","DC02"
"3145063","REGULAR","03/01/18","27/03/18","          1.247500","DC02"
"3145063","PROMO","28/03/18","10/04/18","          1.092500","DC02"
"3145063","REGULAR","11/04/18","08/05/18","          1.247500","DC02"
"3145063","PROMO","09/05/18","22/05/18","          0.997500","DC02"
"3145063","REGULAR","23/05/18","29/02/20","          1.247500","DC02"
"3145068","PROMO","01/01/18","02/01/18","          0.973750","DC02"
"3145068","REGULAR","03/01/18","27/03/18","          1.247500","DC02"
"3145068","PROMO","28/03/18","10/04/18","          1.092500","DC02"
"3145068","REGULAR","11/04/18","08/05/18","          1.247500","DC02"
"3145068","PROMO","09/05/18","22/05/18","          0.997500","DC02"
"3145068","REGULAR","23/05/18","29/02/20","          1.247500","DC02"
"3163241","REGULAR","17/02/20","17/02/20","          5.475000","DC02"
"3163241","REGULAR","04/12/19","12/12/19","          4.155000","DC02"
"3163241","REGULAR","14/01/20","21/01/20","          5.100000","DC02"
"3163241","REGULAR","01/01/18","01/10/18","          3.637500","DC02"
"3163241","REGULAR","13/12/19","15/12/19","          4.450000","DC02"
"3163241","PROMO","29/01/20","29/01/20","          3.612500","DC02"
"3163241","REGULAR","16/11/19","03/12/19","          4.162500","DC02"
"3163241","REGULAR","30/01/20","08/02/20","          4.925000","DC02"
"3163241","REGULAR","17/12/19","17/12/19","          5.100000","DC02"
"3163241","REGULAR","22/01/20","28/01/20","          4.925000","DC02"
"3163241","REGULAR","13/01/20","13/01/20","          4.925000","DC02"
